"season","opponent","event_id","event_date","event_time","win","attendance","tickets_sold","tickets_resale","opponent_payroll","opponent_rank","opponent_win_pcnt","braves_payroll","braves_rank","braves_win_pcnt"
2011,"Arizona Diamondbacks",6347,"2011-08-20","19:10:00",1,31147,39783,5052,53.639833,28,0.401,87.003192,7,0.562
2011,"Arizona Diamondbacks",6348,"2011-08-21","13:35:00",1,24645,35274,2425,53.639833,28,0.401,87.003192,7,0.562
2011,"Arizona Diamondbacks",6346,"2011-08-19","19:35:00",1,23327,30599,3078,53.639833,28,0.401,87.003192,7,0.562
2011,"Baltimore Orioles",6323,"2011-07-02","19:10:00",1,33468,38766,6759,85.304038,27,0.407,87.003192,7,0.562
2011,"Baltimore Orioles",6324,"2011-07-03","13:35:00",0,18801,24580,2415,85.304038,27,0.407,87.003192,7,0.562
2011,"Baltimore Orioles",6322,"2011-07-01","19:35:00",1,29121,34459,3882,85.304038,27,0.407,87.003192,7,0.562
2011,"Chicago Cubs",6340,"2011-08-13","19:10:00",0,43117,50127,12190,125.480664,23,0.463,87.003192,7,0.562
2011,"Chicago Cubs",6341,"2011-08-14","13:35:00",0,24174,31943,3075,125.480664,23,0.463,87.003192,7,0.562
2011,"Chicago Cubs",6339,"2011-08-12","19:35:00",1,42247,50280,13796,125.480664,23,0.463,87.003192,7,0.562
2011,"Cincinnati Reds",6308,"2011-05-28","19:10:00",1,32200,38144,5416,76.181365,6,0.562,87.003192,7,0.562
2011,"Cincinnati Reds",6307,"2011-05-27","19:35:00",0,26389,31943,3063,76.181365,6,0.562,87.003192,7,0.562
2011,"Cincinnati Reds",6309,"2011-05-29","20:05:00",1,33543,37613,3799,76.181365,6,0.562,87.003192,7,0.562
2011,"Colorado Rockies",6328,"2011-07-07","13:05:00",1,15590,22710,1258,87.998071,14,0.512,87.003192,7,0.562
2011,"Colorado Rockies",6327,"2011-07-06","19:10:00",1,22176,27612,1858,87.998071,14,0.512,87.003192,7,0.562
2011,"Colorado Rockies",6325,"2011-07-04","19:10:00",1,29898,36537,5336,87.998071,14,0.512,87.003192,7,0.562
2011,"Colorado Rockies",6326,"2011-07-05","19:10:00",1,14114,18840,1467,87.998071,14,0.512,87.003192,7,0.562
2011,"Houston Astros",6306,"2011-05-17","13:05:00",1,15100,22108,919,70.694,22,0.469,87.003192,7,0.562
2011,"Houston Astros",6305,"2011-05-16","19:10:00",1,13157,18364,1059,70.694,22,0.469,87.003192,7,0.562
2011,"Los Angeles Dodgers",6352,"2011-09-02","19:35:00",0,23896,32464,3708,103.78899,19,0.494,87.003192,7,0.562
2011,"Los Angeles Dodgers",6353,"2011-09-03","19:10:00",0,27828,38033,5292,103.78899,19,0.494,87.003192,7,0.562
2011,"Los Angeles Dodgers",6354,"2011-09-04","13:35:00",1,26444,34278,3202,103.78899,19,0.494,87.003192,7,0.562
2011,"Miami Marlins",6286,"2011-04-12","19:10:00",1,9991,14891,994,56.944,18,0.494,87.003192,7,0.562
2011,"Miami Marlins",6288,"2011-04-14","19:10:00",0,13125,17815,905,56.944,18,0.494,87.003192,7,0.562
2011,"Miami Marlins",6338,"2011-07-31","13:35:00",0,18220,24661,1925,56.944,18,0.494,87.003192,7,0.562
2011,"Miami Marlins",6287,"2011-04-13","19:10:00",0,11290,15288,969,56.944,18,0.494,87.003192,7,0.562
2011,"Miami Marlins",6357,"2011-09-14","12:05:00",1,13182,22894,664,56.944,18,0.494,87.003192,7,0.562
2011,"Miami Marlins",6336,"2011-07-29","19:35:00",1,31759,37221,3747,56.944,18,0.494,87.003192,7,0.562
2011,"Miami Marlins",6355,"2011-09-12","19:10:00",0,10138,17858,761,56.944,18,0.494,87.003192,7,0.562
2011,"Miami Marlins",6356,"2011-09-13","19:10:00",1,13873,23369,905,56.944,18,0.494,87.003192,7,0.562
2011,"Miami Marlins",6337,"2011-07-30","19:10:00",1,34863,42249,5693,56.944,18,0.494,87.003192,7,0.562
2011,"Milwaukee Brewers",6298,"2011-05-05","19:10:00",1,11560,16538,912,85.497333,21,0.475,87.003192,7,0.562
2011,"Milwaukee Brewers",6295,"2011-05-02","19:10:00",1,10128,14958,746,85.497333,21,0.475,87.003192,7,0.562
2011,"Milwaukee Brewers",6297,"2011-05-04","16:00:00",1,12276,16653,883,85.497333,21,0.475,87.003192,7,0.562
2011,"Milwaukee Brewers",6296,"2011-05-03","19:10:00",1,3625,8693,87,85.497333,21,0.475,87.003192,7,0.562
2011,"New York Mets",6358,"2011-09-16","19:35:00",0,34534,43902,4130,120.14731,20,0.488,87.003192,7,0.562
2011,"New York Mets",6359,"2011-09-17","16:00:00",1,34415,46888,6147,120.14731,20,0.488,87.003192,7,0.562
2011,"New York Mets",6289,"2011-04-15","19:35:00",1,8793,13789,876,120.14731,20,0.488,87.003192,7,0.562
2011,"New York Mets",6313,"2011-06-14","19:10:00",0,24911,33203,1725,120.14731,20,0.488,87.003192,7,0.562
2011,"New York Mets",6314,"2011-06-15","19:10:00",0,25589,32001,2282,120.14731,20,0.488,87.003192,7,0.562
2011,"New York Mets",6360,"2011-09-18","13:35:00",0,29700,39645,3077,120.14731,20,0.488,87.003192,7,0.562
2011,"New York Mets",6290,"2011-04-16","16:10:00",1,28141,32641,3481,120.14731,20,0.488,87.003192,7,0.562
2011,"New York Mets",6291,"2011-04-17","13:35:00",0,24910,30625,2187,120.14731,20,0.488,87.003192,7,0.562
2011,"New York Mets",6315,"2011-06-16","19:10:00",1,20453,27354,1746,120.14731,20,0.488,87.003192,7,0.562
2011,"Philadelphia Phillies",6283,"2011-04-08","19:35:00",1,46411,52531,14240,172.976381,1,0.599,87.003192,7,0.562
2011,"Philadelphia Phillies",6284,"2011-04-09","13:10:00",0,31867,37058,7347,172.976381,1,0.599,87.003192,7,0.562
2011,"Philadelphia Phillies",6285,"2011-04-10","13:35:00",0,39498,44134,4599,172.976381,1,0.599,87.003192,7,0.562
2011,"Philadelphia Phillies",6303,"2011-05-14","13:00:00",1,27182,36559,5360,172.976381,1,0.599,87.003192,7,0.562
2011,"Philadelphia Phillies",6304,"2011-05-15","13:35:00",1,33228,44545,3484,172.976381,1,0.599,87.003192,7,0.562
2011,"Philadelphia Phillies",6362,"2011-09-27","19:10:00",0,26325,38848,2994,172.976381,1,0.599,87.003192,7,0.562
2011,"Philadelphia Phillies",6302,"2011-05-13","19:35:00",0,30492,37227,3824,172.976381,1,0.599,87.003192,7,0.562
2011,"Philadelphia Phillies",6361,"2011-09-26","19:10:00",0,25410,42534,2737,172.976381,1,0.599,87.003192,7,0.562
2011,"Philadelphia Phillies",6363,"2011-09-28","19:10:00",0,34118,44899,4345,172.976381,1,0.599,87.003192,7,0.562
2011,"Pittsburgh Pirates",6335,"2011-07-28","19:10:00",0,32285,39571,2912,46.047,30,0.352,87.003192,7,0.562
2011,"Pittsburgh Pirates",6332,"2011-07-25","19:10:00",0,20550,30575,1558,46.047,30,0.352,87.003192,7,0.562
2011,"Pittsburgh Pirates",6334,"2011-07-27","19:10:00",1,20414,25403,1586,46.047,30,0.352,87.003192,7,0.562
2011,"Pittsburgh Pirates",6333,"2011-07-26","19:10:00",1,18463,23194,1526,46.047,30,0.352,87.003192,7,0.562
2011,"San Diego Padres",6312,"2011-06-01","19:10:00",1,15535,22629,1174,45.86914,9,0.556,87.003192,7,0.562
2011,"San Diego Padres",6311,"2011-05-31","19:10:00",0,14912,20031,1071,45.86914,9,0.556,87.003192,7,0.562
2011,"San Diego Padres",6310,"2011-05-30","13:05:00",0,20901,26965,2004,45.86914,9,0.556,87.003192,7,0.562
2011,"San Francisco Giants",6343,"2011-08-16","19:10:00",1,15385,22835,1433,118.216333,5,0.568,87.003192,7,0.562
2011,"San Francisco Giants",6344,"2011-08-17","19:10:00",0,15576,22867,1472,118.216333,5,0.568,87.003192,7,0.562
2011,"San Francisco Giants",6345,"2011-08-18","19:10:00",1,23176,31346,3219,118.216333,5,0.568,87.003192,7,0.562
2011,"San Francisco Giants",6342,"2011-08-15","19:10:00",1,17233,24031,1773,118.216333,5,0.568,87.003192,7,0.562
2011,"St. Louis Cardinals",6294,"2011-05-01","13:35:00",1,27995,35475,2480,105.433572,12,0.531,87.003192,7,0.562
2011,"St. Louis Cardinals",6293,"2011-04-30","13:10:00",0,23935,31551,4049,105.433572,12,0.531,87.003192,7,0.562
2011,"St. Louis Cardinals",6292,"2011-04-29","19:35:00",0,34606,41305,3758,105.433572,12,0.531,87.003192,7,0.562
2011,"Texas Rangers",6316,"2011-06-17","19:35:00",0,33004,39606,5341,92.299265,8,0.556,87.003192,7,0.562
2011,"Texas Rangers",6318,"2011-06-19","13:35:00",1,28783,35747,3673,92.299265,8,0.556,87.003192,7,0.562
2011,"Texas Rangers",6317,"2011-06-18","16:10:00",0,36297,46083,7460,92.299265,8,0.556,87.003192,7,0.562
2011,"Toronto Blue Jays",6321,"2011-06-22","13:05:00",1,16941,24215,1089,62.5178,13,0.525,87.003192,7,0.562
2011,"Toronto Blue Jays",6320,"2011-06-21","19:10:00",1,20722,28189,1539,62.5178,13,0.525,87.003192,7,0.562
2011,"Toronto Blue Jays",6319,"2011-06-20","19:10:00",1,17633,24097,1536,62.5178,13,0.525,87.003192,7,0.562
2011,"Washington Nationals",6301,"2011-05-12","19:10:00",1,12987,20844,795,63.681929,25,0.426,87.003192,7,0.562
2011,"Washington Nationals",6299,"2011-05-10","19:10:00",0,11717,17199,855,63.681929,25,0.426,87.003192,7,0.562
2011,"Washington Nationals",6331,"2011-07-17","13:35:00",1,23292,31542,2077,63.681929,25,0.426,87.003192,7,0.562
2011,"Washington Nationals",6351,"2011-09-01","19:10:00",1,10953,19537,913,63.681929,25,0.426,87.003192,7,0.562
2011,"Washington Nationals",6300,"2011-05-11","19:10:00",0,12141,17780,813,63.681929,25,0.426,87.003192,7,0.562
2011,"Washington Nationals",6349,"2011-08-30","19:10:00",0,10480,17472,816,63.681929,25,0.426,87.003192,7,0.562
2011,"Washington Nationals",6350,"2011-08-31","19:10:00",1,12002,21421,674,63.681929,25,0.426,87.003192,7,0.562
2011,"Washington Nationals",6330,"2011-07-16","19:10:00",0,38437,43870,6434,63.681929,25,0.426,87.003192,7,0.562
2011,"Washington Nationals",6329,"2011-07-15","19:35:00",1,28568,35202,3454,63.681929,25,0.426,87.003192,7,0.562
2012,"Arizona Diamondbacks",7516,"2012-06-27","19:10:00",1,17350,21516,1774,74.284833,6,0.58,83.309942,10,0.549
2012,"Arizona Diamondbacks",7517,"2012-06-28","19:10:00",0,17005,23493,1729,74.284833,6,0.58,83.309942,10,0.549
2012,"Arizona Diamondbacks",7515,"2012-06-26","19:10:00",1,19871,25440,1892,74.284833,6,0.58,83.309942,10,0.549
2012,"Baltimore Orioles",7513,"2012-06-16","19:15:00",0,38152,43448,4207,81.428999,27,0.426,83.309942,10,0.549
2012,"Baltimore Orioles",7514,"2012-06-17","13:35:00",0,26448,31521,2399,81.428999,27,0.426,83.309942,10,0.549
2012,"Baltimore Orioles",7512,"2012-06-15","19:35:00",1,27217,32220,2611,81.428999,27,0.426,83.309942,10,0.549
2012,"Chicago Cubs",7524,"2012-07-05","19:10:00",1,21512,26188,2674,88.197033,26,0.438,83.309942,10,0.549
2012,"Chicago Cubs",7523,"2012-07-04","19:10:00",0,36150,42645,6520,88.197033,26,0.438,83.309942,10,0.549
2012,"Chicago Cubs",7522,"2012-07-03","19:10:00",1,23820,29616,3131,88.197033,26,0.438,83.309942,10,0.549
2012,"Chicago Cubs",7521,"2012-07-02","19:10:00",0,18879,23980,2284,88.197033,26,0.438,83.309942,10,0.549
2012,"Cincinnati Reds",7496,"2012-05-14","19:10:00",0,16207,21032,1588,82.203616,18,0.488,83.309942,10,0.549
2012,"Cincinnati Reds",7497,"2012-05-15","19:10:00",1,18067,22941,1702,82.203616,18,0.488,83.309942,10,0.549
2012,"Colorado Rockies",7552,"2012-09-04","19:10:00",0,7876,18415,730,78.069571,21,0.451,83.309942,10,0.549
2012,"Colorado Rockies",7553,"2012-09-05","19:10:00",1,10135,18248,1015,78.069571,21,0.451,83.309942,10,0.549
2012,"Colorado Rockies",7554,"2012-09-06","12:10:00",1,10833,20630,752,78.069571,21,0.451,83.309942,10,0.549
2012,"Colorado Rockies",7551,"2012-09-03","13:10:00",1,16712,26374,2188,78.069571,21,0.451,83.309942,10,0.549
2012,"Houston Astros",7540,"2012-08-05","13:35:00",1,17316,26177,2250,60.651,30,0.346,83.309942,10,0.549
2012,"Houston Astros",7539,"2012-08-04","19:10:00",0,26473,32193,3738,60.651,30,0.346,83.309942,10,0.549
2012,"Houston Astros",7538,"2012-08-03","19:35:00",1,24761,30195,3461,60.651,30,0.346,83.309942,10,0.549
2012,"Los Angeles Dodgers",7547,"2012-08-19","13:35:00",0,21989,28888,3084,95.143575,13,0.509,83.309942,10,0.549
2012,"Los Angeles Dodgers",7545,"2012-08-17","19:35:00",1,29206,35203,4112,95.143575,13,0.509,83.309942,10,0.549
2012,"Los Angeles Dodgers",7546,"2012-08-18","19:10:00",0,37284,44688,5603,95.143575,13,0.509,83.309942,10,0.549
2012,"Miami Marlins",7499,"2012-05-17","19:10:00",1,22278,29170,1814,118.078,23,0.444,83.309942,10,0.549
2012,"Miami Marlins",7498,"2012-05-16","19:10:00",0,17373,22435,1783,118.078,23,0.444,83.309942,10,0.549
2012,"Miami Marlins",7537,"2012-08-02","19:10:00",1,15109,21701,2104,118.078,23,0.444,83.309942,10,0.549
2012,"Miami Marlins",7560,"2012-09-27","19:10:00",1,20757,28930,2666,118.078,23,0.444,83.309942,10,0.549
